0.3487794415,0.5697014598,0.608339354,0.5126409007,0.4881582571,0.877276657,0.3610621028,0.9388242341,0.9771199276,0.356685673,0.7258364224,0.9678803907,0.1348587771,0.6354354385,0.739239393,0.5533868484,0.0681267523,0.8339279494,0.5252043981,0.2527416848,0.3779714396
0.8338369153,0.2813002015,0.8904840066,0.2019246436,0.5952745923,0.3985119348,0.6447536648,0.8992038269,0.796948469,0.0103637429,0.1039312684,0.1801373407,0.2081833959,0.1255255314,0.609213818,0.0479266792,0.7693368408,0.0638191902,0.6921967481,0.8097970012,0.9283095084
0.5948241518,0.2661826822,0.3509912435,0.4160100154,0.4396435113,0.1431773233,0.0090887632,0.7779050689,0.4210158635,0.5163878549,0.9183221178,0.2639378173,0.1186606097,0.3788341619,0.2548945436,0.3741324463,0.2464985216,0.3766225981,0.1885555867,0.9558945909,0.0115317108
0.6875949342,0.6547248955,0.8341890636,0.2676568171,0.8522525647,0.0154974217,0.9639093707,0.9031460494,0.4232298009,0.3892501976,0.3052206732,0.5314097694,0.6857199167,0.748819311,0.7426055247,0.9826421138,0.598657885,0.132749969,0.2907437497,0.6244293542,0.9105968842
0.5887505721,0.1686929795,0.3458634172,0.1677239526,0.9170756126,0.1949604466,0.755156742,0.8362073219,0.6067753459,0.3423119019,0.1249547933,0.7256304105,0.3408679007,0.9966151252,0.6588189654,0.2909924576,0.0968175776,0.0011001357,0.3350483289,0.6414877936,0.4889603951
0.4286535786,0.7425887725,0.0604257435,0.9960926373,0.6207860691,0.2184603811,0.9179510063,0.8388322494,0.675451651,0.4263326814,0.8259981628,0.0397567067,0.0693478093,0.6670412995,0.9549479661,0.4818431081,0.1058542304,0.3474632054,0.3299425144,0.446250236,0.7178354378
0.0675607369,0.8787046502,0.1844090718,0.7307225411,0.0594310995,0.252325177,0.5420849385,0.9657428631,0.1923293913,0.5032799844,0.8654565573,0.0654740817,0.2754478244,0.8997723247,0.4827077314,0.2144700785,0.0849997106,0.1662447517,0.2962896506,0.6324677158,0.4493146374
0.9642865124,0.9756153002,0.0242618862,0.5297530478,0.946063578,0.8684809415,0.6370223556,0.0911305323,0.0154445955,0.1071177971,0.6764704397,0.7324370639,0.6943670818,0.7180628695,0.8165601107,0.2523898612,0.8690744362,0.101740194,0.7354790714,0.3917255088,0.7144545249
0.4362867166,0.1032567746,0.3039086583,0.1281188989,0.201428747,0.4322859506,0.661015069,0.8064277381,0.8423391339,0.2146814195,0.1225373636,0.5615491853,0.0455577412,0.3919688835,0.0186306397,0.6668108399,0.7794769934,0.7325344416,0.7000455099,0.5628094541,0.0033659953
0.2952720111,0.6408065197,0.2032012418,0.4436975272,0.2219062055,0.4128044615,0.842235005,0.1697215542,0.8921539994,0.884690596,0.9104046819,0.8244656637,0.1446941094,0.009816674,0.1148759635,0.2926831126,0.5547687577,0.6202226415,0.5382641721,0.1284485335,0.2138885059
0.3368806208,0.4020479898,0.3025018998,0.941797735,0.1088843955,0.0216243381,0.0522251624,0.089580358,0.1953854263,0.3168729372,0.7037906729,0.2927812005,0.1618599351,0.1330902555,0.7492746635,0.4197713478,0.9525479041,0.8546078271,0.6727559884,0.4035722412,0.1976401382
0.5496718845,0.0894800441,0.856306759,0.9108880882,0.081879987,0.731319307,0.5212020862,0.2056161111,0.1228691468,0.5441548969,0.1673416781,0.781415958,0.4700352949,0.9886828588,0.3146518493,0.0413603369,0.8349737835,0.1348051272,0.5495368329,0.7032735522,0.9660054862
